,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain
1054,Bachelors,2017,Bangalore,3,28,Male,No,2
3469,Bachelors,2016,Bangalore,3,41,Female,No,1
4250,Bachelors,2015,Bangalore,3,38,Male,No,1
556,Bachelors,2012,Bangalore,3,24,Male,No,2
4025,Bachelors,2016,Bangalore,3,22,Male,No,0
3427,Bachelors,2016,Bangalore,3,36,Male,No,2
4392,Bachelors,2014,Bangalore,3,31,Male,No,3
4170,Bachelors,2014,Bangalore,3,34,Male,No,4
4390,Masters,2017,New Delhi,2,26,Female,No,4
3604,Bachelors,2016,Bangalore,3,33,Male,No,1
1193,Bachelors,2012,New Delhi,3,26,Female,No,4
1716,Bachelors,2016,Pune,3,28,Female,No,4
2604,Bachelors,2014,Pune,3,29,Male,No,3
3617,Bachelors,2014,Bangalore,1,39,Male,No,2
2828,Bachelors,2017,New Delhi,3,26,Female,No,4
1704,Bachelors,2012,Bangalore,3,26,Male,No,4
2863,Masters,2015,Pune,2,27,Female,No,5
2618,Bachelors,2017,Pune,2,28,Female,No,1
2400,Bachelors,2016,Bangalore,3,27,Male,No,5
2139,Bachelors,2014,Bangalore,3,27,Male,No,5
2383,Masters,2014,Pune,3,30,Male,No,2
3260,Masters,2017,New Delhi,2,35,Female,No,2
1285,Bachelors,2015,Pune,2,26,Female,No,4
4525,Bachelors,2014,Bangalore,3,26,Male,No,4
3339,Masters,2014,New Delhi,3,37,Male,No,2
4163,Bachelors,2013,New Delhi,3,23,Female,No,1
2087,Bachelors,2016,New Delhi,3,29,Female,No,1
1889,Masters,2017,Pune,3,27,Male,No,5
1591,Bachelors,2014,Bangalore,3,24,Male,No,2
1346,Bachelors,2013,Bangalore,3,28,Female,No,0
4130,Bachelors,2015,Pune,2,25,Female,No,3
2162,Bachelors,2014,Pune,2,27,Female,No,5
2396,Masters,2017,New Delhi,2,28,Female,No,1
3176,Bachelors,2017,Bangalore,3,34,Male,No,3
2271,Bachelors,2013,Pune,3,28,Male,No,2
4183,Bachelors,2016,Bangalore,3,38,Male,No,4
1137,Bachelors,2012,Pune,3,28,Male,No,4
3504,Masters,2017,Bangalore,2,40,Female,Yes,2
972,Masters,2018,New Delhi,1,26,Female,No,4
795,Masters,2015,Pune,2,24,Female,No,2
3020,Bachelors,2013,Bangalore,3,32,Male,No,1
1711,Bachelors,2017,Bangalore,3,28,Male,No,5
36,Bachelors,2012,New Delhi,3,29,Male,No,3
453,Bachelors,2015,New Delhi,3,25,Male,No,3
913,Masters,2013,New Delhi,1,24,Female,No,2
3555,Bachelors,2015,New Delhi,2,33,Female,No,3
1199,Bachelors,2018,Pune,3,25,Male,Yes,3
1274,Bachelors,2014,Bangalore,3,25,Male,No,3
2375,PHD,2013,New Delhi,3,30,Female,No,2
37,Bachelors,2018,New Delhi,2,34,Female,No,0
974,Bachelors,2018,Bangalore,3,24,Male,No,2
983,Bachelors,2013,Bangalore,3,24,Male,No,2
4280,Bachelors,2012,Bangalore,3,25,Male,No,3
1418,Bachelors,2013,Bangalore,3,25,Male,No,3
1560,Bachelors,2013,Bangalore,3,25,Female,No,3
39,Bachelors,2014,Pune,3,30,Male,Yes,4
1486,Bachelors,2018,Pune,3,24,Male,No,2
3378,Masters,2013,New Delhi,2,32,Male,No,2
169,Masters,2015,New Delhi,3,26,Male,No,4
1355,Masters,2012,New Delhi,3,28,Male,No,2
4048,Bachelors,2014,Bangalore,3,22,Male,No,0
3166,Bachelors,2015,Pune,2,36,Female,No,1
4422,Bachelors,2012,Bangalore,3,27,Male,No,5
3485,Bachelors,2017,Bangalore,3,32,Male,No,5
2682,Bachelors,2014,Bangalore,3,27,Female,No,5
4306,Bachelors,2016,Bangalore,3,34,Female,No,0
1640,Bachelors,2018,Pune,3,28,Male,No,2
1290,Bachelors,2017,New Delhi,3,24,Female,No,2
1380,Bachelors,2015,New Delhi,1,26,Female,No,4
1933,Bachelors,2018,Pune,3,24,Male,Yes,2
579,Masters,2017,Pune,2,26,Male,No,4
3764,Bachelors,2016,Bangalore,3,41,Male,No,4
2030,Bachelors,2015,Bangalore,3,30,Male,No,2
892,Bachelors,2017,Bangalore,3,25,Female,No,3
780,Bachelors,2017,New Delhi,3,25,Male,No,3
159,Bachelors,2016,Bangalore,3,28,Male,No,3
2,Bachelors,2014,New Delhi,3,38,Female,No,2
3649,Bachelors,2016,Pune,2,37,Female,No,2
2109,Masters,2017,New Delhi,2,26,Male,No,4
849,Bachelors,2015,Pune,3,26,Male,No,4
2737,Bachelors,2018,Pune,3,29,Male,Yes,3
2466,PHD,2013,New Delhi,3,27,Male,No,5
4437,Bachelors,2013,Bangalore,3,39,Male,No,5
1596,Bachelors,2014,Pune,3,27,Male,No,5
1776,Bachelors,2016,Bangalore,3,25,Male,No,3
1913,Masters,2017,New Delhi,2,25,Female,No,3
1043,Bachelors,2018,Bangalore,3,27,Male,No,5
1544,Bachelors,2013,Pune,3,24,Female,No,2
2736,Bachelors,2016,Bangalore,3,28,Male,Yes,2
3227,Bachelors,2012,Bangalore,3,33,Female,No,1
53,Bachelors,2014,Bangalore,3,31,Female,Yes,5
1796,Bachelors,2017,New Delhi,2,26,Male,No,4
1911,Bachelors,2016,Bangalore,3,24,Male,No,2
3782,Masters,2018,Bangalore,3,40,Male,No,2
2553,Bachelors,2013,Bangalore,3,29,Male,Yes,4
2800,Masters,2017,New Delhi,1,30,Male,No,2
3559,Bachelors,2014,Bangalore,3,32,Male,No,1
3615,Bachelors,2014,Bangalore,3,34,Male,No,1
824,Masters,2014,New Delhi,3,25,Female,No,3
4411,Bachelors,2017,Bangalore,3,27,Male,No,5
1389,Masters,2017,New Delhi,2,26,Male,No,4
884,Bachelors,2014,Bangalore,3,26,Male,No,4
3725,Bachelors,2015,New Delhi,2,34,Female,No,5
1607,Bachelors,2014,Pune,2,26,Male,No,4
1594,Bachelors,2015,Bangalore,3,28,Male,No,5
771,Bachelors,2016,Pune,1,25,Female,No,3
2611,Bachelors,2016,Bangalore,3,28,Female,No,1
2273,Bachelors,2012,Bangalore,1,30,Female,No,2
1868,Bachelors,2018,Pune,1,26,Male,Yes,4
1085,Masters,2018,Pune,3,24,Male,No,2
3628,Bachelors,2014,Bangalore,3,36,Male,No,0
1325,Bachelors,2012,New Delhi,3,25,Female,No,3
1463,Bachelors,2014,Bangalore,3,27,Male,No,5
806,Bachelors,2017,Bangalore,3,24,Female,Yes,2
4291,Masters,2014,New Delhi,3,28,Male,No,5
3888,Bachelors,2017,Bangalore,3,35,Male,No,0
2108,Bachelors,2012,Bangalore,3,30,Male,No,2
3788,Bachelors,2018,Bangalore,3,38,Male,No,1
4611,Masters,2014,New Delhi,3,24,Male,No,2
2234,Bachelors,2013,Bangalore,1,30,Male,No,1
963,Bachelors,2014,Pune,3,25,Male,No,3
4251,Bachelors,2014,Bangalore,3,39,Female,No,1
398,Bachelors,2015,Pune,1,26,Female,No,4
2632,Bachelors,2017,Pune,3,27,Male,No,5
4515,Bachelors,2015,Pune,2,37,Female,No,4
2996,PHD,2012,New Delhi,3,37,Female,No,5
704,Bachelors,2017,Bangalore,3,26,Female,No,4
431,Masters,2017,New Delhi,2,27,Male,Yes,5
292,Bachelors,2017,New Delhi,2,28,Male,No,1
4529,Bachelors,2015,Pune,3,36,Male,No,3
145,Masters,2015,Pune,2,28,Female,No,3
3642,Bachelors,2016,Bangalore,1,33,Female,Yes,3
2033,Bachelors,2014,Bangalore,3,30,Male,No,2
3747,PHD,2016,Pune,3,31,Female,No,4
1165,Bachelors,2016,Bangalore,3,27,Female,No,5
2050,Bachelors,2017,Pune,3,28,Male,No,2
2624,Bachelors,2012,Bangalore,3,28,Female,No,0
4069,Masters,2013,New Delhi,2,22,Male,Yes,0
339,Bachelors,2013,Bangalore,3,27,Male,No,5
3199,Bachelors,2017,Pune,3,31,Male,Yes,0
2973,Bachelors,2016,New Delhi,3,29,Female,No,0
265,Masters,2016,New Delhi,1,27,Male,No,5
2424,Bachelors,2014,Bangalore,3,27,Male,No,5
1262,Masters,2017,New Delhi,2,26,Female,No,4
1771,Masters,2017,New Delhi,1,26,Female,No,4
271,Masters,2017,New Delhi,2,28,Female,No,2
696,Bachelors,2017,Bangalore,3,26,Male,No,4
747,Bachelors,2015,Bangalore,3,24,Female,No,2
244,Bachelors,2014,Bangalore,3,25,Male,No,3
317,Bachelors,2014,Pune,3,25,Female,No,3
476,Bachelors,2017,New Delhi,2,28,Female,No,3
2032,Bachelors,2017,Pune,3,27,Female,No,5
957,Masters,2015,Pune,1,26,Female,No,4
3320,Masters,2017,Bangalore,3,34,Female,No,4
813,Bachelors,2015,Pune,2,27,Female,No,5
3693,Masters,2017,Pune,3,35,Male,No,2
1914,Bachelors,2012,New Delhi,3,25,Female,No,3
4288,PHD,2015,New Delhi,1,38,Male,No,5
1297,Bachelors,2015,Bangalore,3,28,Male,No,0
1804,Bachelors,2016,Bangalore,3,26,Female,No,4
3838,Bachelors,2014,Pune,2,34,Female,No,2
250,Bachelors,2016,Bangalore,1,28,Female,No,2
2461,Bachelors,2012,Bangalore,3,27,Male,No,5
545,Masters,2015,Pune,3,28,Female,Yes,2
738,Bachelors,2017,Bangalore,3,24,Male,No,2
310,Masters,2015,Pune,3,28,Female,No,2
2941,Masters,2017,Pune,2,27,Male,No,5
1131,Masters,2017,New Delhi,2,25,Male,No,3
1449,Bachelors,2013,Pune,2,28,Male,Yes,0
4578,Bachelors,2014,Bangalore,3,39,Male,No,3
15,Bachelors,2017,Bangalore,1,29,Male,No,3
2769,Bachelors,2016,Bangalore,3,26,Male,No,4
920,PHD,2018,New Delhi,3,24,Female,No,2
3029,Bachelors,2017,Pune,2,38,Female,No,0
4348,Bachelors,2012,Pune,3,32,Male,No,3
2544,Bachelors,2018,Pune,3,30,Male,Yes,3
38,Bachelors,2017,Pune,2,29,Female,No,2
363,Bachelors,2015,New Delhi,3,24,Female,No,2
3576,Bachelors,2014,Pune,1,36,Female,No,1
182,Bachelors,2018,Bangalore,3,24,Male,No,2
3033,Bachelors,2017,New Delhi,2,41,Female,No,3
2983,Masters,2014,New Delhi,3,26,Male,Yes,4
1194,Bachelors,2014,Pune,3,26,Male,No,4
2852,Masters,2015,New Delhi,3,30,Male,No,2
4059,Bachelors,2012,Pune,2,31,Female,No,5
1121,Bachelors,2015,Pune,2,28,Female,No,2
2235,Bachelors,2016,Bangalore,3,27,Female,No,5
2667,Bachelors,2012,New Delhi,3,30,Female,Yes,3
3221,Bachelors,2012,Bangalore,3,38,Female,No,5
1182,Bachelors,2013,New Delhi,1,28,Female,No,5
3897,Bachelors,2017,Bangalore,3,38,Male,No,5
614,Bachelors,2015,Pune,3,28,Male,No,3
1466,Bachelors,2017,Bangalore,3,28,Female,No,5
401,Bachelors,2012,New Delhi,3,24,Female,No,2
3042,Bachelors,2014,Bangalore,3,35,Female,No,2
934,Bachelors,2018,Bangalore,3,25,Female,No,3
2419,Masters,2017,Bangalore,2,27,Male,No,5
3509,Masters,2013,Bangalore,3,37,Female,No,3
2641,Bachelors,2017,Bangalore,3,28,Male,No,3
4271,Bachelors,2013,Bangalore,3,29,Male,No,4
726,Masters,2017,Pune,3,24,Male,No,2
826,Bachelors,2012,New Delhi,3,27,Female,No,5
1521,PHD,2016,New Delhi,3,27,Female,No,5
4420,Masters,2017,New Delhi,2,36,Female,No,3
2930,Bachelors,2016,Bangalore,3,26,Male,No,4
136,Masters,2017,New Delhi,1,25,Female,No,3
628,Masters,2017,Pune,3,26,Male,No,4
334,Bachelors,2015,New Delhi,2,27,Female,No,5
390,Bachelors,2013,Bangalore,3,24,Male,No,2
4080,Masters,2013,Pune,3,22,Female,Yes,0
4537,Bachelors,2015,Bangalore,3,31,Male,No,2
4561,Bachelors,2013,Bangalore,3,22,Male,No,0
1817,Bachelors,2017,Bangalore,3,24,Female,No,2
400,Bachelors,2014,Bangalore,3,27,Male,No,5
710,Bachelors,2017,Bangalore,3,27,Male,No,5
1039,Bachelors,2016,Bangalore,3,26,Male,No,4
3473,Bachelors,2015,New Delhi,2,33,Female,No,4
46,PHD,2012,New Delhi,3,27,Male,No,5
1561,Bachelors,2016,Bangalore,3,27,Male,Yes,5
4466,Bachelors,2017,New Delhi,2,40,Male,No,5
4508,Bachelors,2017,Pune,2,23,Female,No,1
1112,Bachelors,2012,Bangalore,3,27,Male,No,5
2513,Bachelors,2014,Bangalore,3,26,Male,No,4
1223,Bachelors,2013,Bangalore,3,25,Male,Yes,3
3537,Masters,2018,Bangalore,3,40,Female,No,3
3023,Bachelors,2014,Bangalore,3,36,Male,No,1
2421,Bachelors,2016,Pune,2,30,Female,No,2
1508,Bachelors,2017,Pune,2,24,Female,No,2
1750,Masters,2012,New Delhi,3,27,Female,No,5
4502,Bachelors,2015,Bangalore,3,28,Male,No,2
3568,PHD,2014,New Delhi,3,32,Female,No,0
1799,Masters,2017,Pune,3,27,Female,No,5
338,Bachelors,2013,Bangalore,3,24,Female,No,2
215,Bachelors,2014,New Delhi,3,25,Female,No,3
1341,Bachelors,2013,Bangalore,3,27,Male,No,5
11,Bachelors,2016,Pune,3,34,Male,No,3
1520,Bachelors,2017,New Delhi,3,28,Female,No,0
3426,Bachelors,2017,New Delhi,2,41,Male,No,1
3926,Masters,2017,New Delhi,2,39,Female,No,2
3004,Bachelors,2016,Bangalore,3,41,Male,No,0
2864,Bachelors,2013,Bangalore,3,26,Female,No,4
3115,Masters,2015,Pune,2,34,Female,No,1
3785,Bachelors,2017,Pune,2,33,Male,No,1
2322,Masters,2017,New Delhi,2,26,Male,No,4
2571,Masters,2013,New Delhi,3,30,Male,No,2
2913,Bachelors,2012,New Delhi,3,28,Female,No,0
101,Bachelors,2013,Pune,3,25,Male,No,3
3808,Masters,2013,New Delhi,3,41,Female,No,2
171,Bachelors,2015,Pune,3,25,Male,No,3
107,Bachelors,2017,Bangalore,3,28,Male,No,1
4001,Bachelors,2012,Bangalore,3,31,Male,No,0
4644,Bachelors,2015,Pune,3,32,Female,Yes,1
3899,Bachelors,2012,Bangalore,1,34,Male,No,0
3540,Bachelors,2012,Bangalore,3,32,Male,No,4
3358,Bachelors,2018,Bangalore,1,36,Male,Yes,1
3609,Bachelors,2013,Bangalore,3,38,Male,No,5
3547,Bachelors,2017,New Delhi,3,35,Female,No,5
4056,Bachelors,2014,Bangalore,3,33,Male,No,5
1240,Bachelors,2012,Bangalore,3,27,Male,No,5
4320,Bachelors,2018,Pune,2,28,Female,No,4
1040,Bachelors,2013,Bangalore,3,26,Male,No,4
3715,Bachelors,2017,Pune,2,40,Female,No,2
2760,PHD,2018,New Delhi,3,30,Male,No,2
2120,Masters,2017,Pune,2,27,Male,No,5
1524,Bachelors,2017,Bangalore,3,24,Female,No,2
153,Bachelors,2014,Bangalore,3,26,Male,No,4
2248,Bachelors,2014,Pune,1,26,Male,No,4
481,Bachelors,2017,Bangalore,3,24,Male,No,2
3783,Bachelors,2014,Bangalore,3,34,Male,No,3
3924,Bachelors,2015,Bangalore,1,36,Female,No,2
3613,Bachelors,2013,Bangalore,3,39,Male,No,0
1762,Masters,2017,New Delhi,2,25,Male,No,3
4470,Masters,2017,New Delhi,2,25,Female,No,3
750,Bachelors,2012,Pune,2,26,Male,No,4
1785,Bachelors,2014,Pune,1,28,Female,No,3
3680,Bachelors,2016,Bangalore,3,41,Male,No,2
3630,Bachelors,2013,Bangalore,3,32,Male,No,5
405,Bachelors,2015,Bangalore,3,24,Male,No,2
757,Bachelors,2015,Pune,2,28,Female,No,1
2711,Bachelors,2013,Bangalore,3,29,Male,No,1
2670,Bachelors,2014,Pune,3,26,Male,No,4
3467,Bachelors,2018,New Delhi,3,40,Male,Yes,4
97,Bachelors,2014,Bangalore,3,27,Male,No,5
1333,Masters,2015,New Delhi,3,27,Female,No,5
4149,Bachelors,2015,Pune,3,32,Female,No,1
2791,Bachelors,2016,Bangalore,3,27,Male,No,5
2854,Bachelors,2018,Bangalore,3,27,Male,Yes,5
186,Masters,2016,New Delhi,3,25,Female,No,3
3484,Masters,2014,Bangalore,3,38,Female,No,4
2723,Bachelors,2016,Pune,3,26,Male,No,4
2058,Bachelors,2012,Bangalore,3,30,Male,No,1
3741,Bachelors,2012,Bangalore,3,35,Male,No,1
148,Masters,2013,Bangalore,1,25,Male,No,3
28,Bachelors,2013,Pune,2,31,Female,No,2
3633,Masters,2017,Pune,2,35,Male,No,1
3756,Bachelors,2017,Pune,2,34,Female,No,3
692,Bachelors,2018,Bangalore,3,27,Male,No,5
2866,Masters,2016,New Delhi,3,30,Male,No,3
1386,Bachelors,2015,Bangalore,3,26,Female,No,4
1845,Bachelors,2017,New Delhi,3,25,Female,No,3
4409,PHD,2018,New Delhi,3,24,Male,No,2
3640,Bachelors,2015,Pune,2,40,Female,Yes,5
1599,Bachelors,2016,New Delhi,3,26,Female,No,4
3980,Bachelors,2018,Bangalore,3,38,Male,No,6
701,Bachelors,2015,Bangalore,3,27,Male,Yes,5
3028,Bachelors,2014,Pune,2,36,Female,No,3
2969,Bachelors,2014,Pune,3,30,Male,No,0
1708,Bachelors,2017,New Delhi,3,25,Female,No,3
2953,Bachelors,2012,Pune,3,26,Male,No,4
454,PHD,2012,Pune,3,24,Male,No,2
2868,Bachelors,2012,Pune,2,27,Female,No,5
2040,Masters,2015,Bangalore,2,27,Female,Yes,5
4359,Bachelors,2016,New Delhi,3,26,Female,No,4
2315,Masters,2018,Pune,3,26,Male,No,4
609,Masters,2013,Pune,3,28,Male,No,2
167,Bachelors,2014,Bangalore,3,25,Male,No,3
730,PHD,2018,Bangalore,3,24,Female,No,2
3822,Bachelors,2014,Bangalore,3,36,Female,No,0
2074,Masters,2016,Bangalore,3,29,Female,No,2
3519,Bachelors,2017,New Delhi,2,37,Female,No,5
1622,Bachelors,2016,New Delhi,3,28,Female,No,4
587,Bachelors,2016,Pune,3,26,Male,No,4
1401,Bachelors,2015,New Delhi,3,27,Male,No,5
3045,Bachelors,2013,Bangalore,3,37,Female,No,5
3224,Bachelors,2017,Bangalore,3,41,Male,No,5
1700,Bachelors,2017,Pune,3,26,Male,No,4
3088,Bachelors,2015,Pune,2,39,Female,No,4
3876,Bachelors,2013,Pune,3,35,Male,No,1
2981,PHD,2013,New Delhi,3,30,Male,No,5
40,Bachelors,2015,Bangalore,3,36,Male,No,1
1379,Bachelors,2015,Bangalore,3,26,Male,No,4
2089,Bachelors,2014,Bangalore,3,26,Male,No,4
2175,Masters,2012,New Delhi,1,30,Female,No,2
3217,Masters,2014,Pune,3,40,Male,No,4
4265,Bachelors,2012,Pune,2,35,Female,No,2
3825,Bachelors,2015,Pune,3,38,Male,No,4
3402,Bachelors,2016,Bangalore,3,36,Female,No,1
2657,Bachelors,2012,Bangalore,3,27,Female,No,5
3180,Bachelors,2014,Bangalore,3,40,Female,No,3
2076,Bachelors,2017,Bangalore,3,28,Male,No,2
441,Bachelors,2016,Bangalore,3,25,Male,No,3
3529,Bachelors,2017,Pune,3,31,Female,No,0
2051,Bachelors,2012,Bangalore,2,27,Female,No,5
2541,Bachelors,2016,Bangalore,3,27,Male,No,5
3306,Bachelors,2013,Bangalore,3,31,Male,No,2
1301,Masters,2015,New Delhi,3,25,Male,No,3
1781,Bachelors,2014,Bangalore,1,25,Male,No,3
4481,Bachelors,2013,Bangalore,3,24,Male,No,2
1304,Bachelors,2012,Bangalore,3,25,Male,No,3
236,Bachelors,2014,New Delhi,3,24,Female,No,2
2599,Bachelors,2013,Bangalore,3,28,Male,No,2
520,Bachelors,2016,Bangalore,3,27,Female,No,5
2573,Bachelors,2017,Bangalore,3,26,Male,No,4
3280,Bachelors,2012,Pune,3,36,Male,No,1
3186,Bachelors,2014,Bangalore,3,38,Male,No,2
2768,Masters,2013,New Delhi,2,26,Male,No,4
735,Bachelors,2017,New Delhi,1,25,Female,No,3
4383,Bachelors,2014,New Delhi,3,30,Female,No,3
2106,Bachelors,2013,Bangalore,3,27,Male,No,5
2679,Bachelors,2014,Bangalore,3,30,Male,No,2
3229,Masters,2014,Pune,2,33,Female,No,5
2761,Bachelors,2018,Bangalore,3,29,Male,Yes,1
592,PHD,2017,Bangalore,3,28,Male,No,1
1303,Bachelors,2012,Bangalore,3,26,Male,No,4
1387,Bachelors,2016,Bangalore,3,27,Female,No,5
4375,Bachelors,2012,Bangalore,3,23,Male,Yes,1
4415,Bachelors,2016,Bangalore,3,31,Male,No,5
3938,Bachelors,2017,New Delhi,3,41,Female,No,4
2987,Bachelors,2014,Pune,3,26,Male,No,4
4581,Bachelors,2018,Bangalore,3,26,Male,No,4
3297,Bachelors,2017,Pune,3,33,Male,No,2
904,Bachelors,2018,Bangalore,3,26,Male,No,4
4294,Bachelors,2014,New Delhi,3,26,Female,No,4
1279,Bachelors,2014,Pune,3,25,Female,No,3
933,Masters,2012,Bangalore,3,27,Male,No,5
4560,Bachelors,2015,Bangalore,3,25,Female,No,3
2308,Bachelors,2018,Bangalore,3,27,Male,Yes,5
1555,Bachelors,2014,Bangalore,3,28,Male,No,4
4222,Bachelors,2017,New Delhi,3,27,Male,No,5
3190,Bachelors,2017,Pune,3,37,Male,No,0
4139,Bachelors,2017,Bangalore,3,37,Male,No,3
706,Bachelors,2015,Bangalore,3,28,Male,Yes,1
4370,Bachelors,2015,Bangalore,3,33,Male,No,3
3070,Bachelors,2014,Bangalore,3,40,Female,No,4
745,Bachelors,2012,Bangalore,3,28,Male,No,3
1939,Masters,2013,Pune,3,25,Male,No,3
4101,Bachelors,2018,Pune,3,40,Male,No,3
2862,Masters,2017,Pune,2,28,Male,No,2
3478,Bachelors,2013,New Delhi,1,37,Female,No,1
513,Bachelors,2014,Bangalore,3,24,Male,No,2
81,Bachelors,2013,Bangalore,3,31,Female,No,0
4630,Bachelors,2012,Pune,3,25,Female,No,3
1308,Bachelors,2017,Bangalore,3,26,Female,No,4
4236,Bachelors,2013,Bangalore,3,36,Male,No,4
914,Masters,2013,New Delhi,1,24,Male,Yes,2
4471,Bachelors,2016,Pune,2,39,Female,No,3
3156,Bachelors,2017,Bangalore,3,40,Male,Yes,1
2198,PHD,2016,Pune,1,28,Male,No,2
774,Masters,2013,New Delhi,3,25,Female,No,3
329,Bachelors,2017,Bangalore,3,24,Male,No,2
2054,PHD,2016,Bangalore,3,29,Female,No,1
2001,Bachelors,2016,New Delhi,3,27,Female,Yes,5
943,Bachelors,2018,Bangalore,3,25,Male,No,3
822,Bachelors,2017,Bangalore,3,25,Male,No,3
4217,Bachelors,2016,Bangalore,3,33,Female,No,1
909,Bachelors,2013,Pune,3,24,Female,No,2
2516,Masters,2013,Bangalore,3,30,Male,No,5
181,Bachelors,2015,Pune,3,27,Male,No,5
164,Bachelors,2015,Bangalore,3,25,Male,No,3
1523,Bachelors,2014,Bangalore,3,28,Female,No,2
451,Bachelors,2016,Bangalore,3,24,Male,No,2
2538,Bachelors,2015,Bangalore,3,28,Female,No,0
3583,Bachelors,2017,Pune,3,41,Male,No,2
4445,Bachelors,2016,Bangalore,3,27,Male,No,5
1311,Bachelors,2013,Bangalore,3,26,Female,No,4
3149,Bachelors,2012,Bangalore,3,33,Female,No,5
1111,Bachelors,2013,Pune,3,26,Male,No,4
4235,Bachelors,2012,Pune,3,28,Male,No,2
1287,Bachelors,2015,Bangalore,3,24,Female,No,2
3699,Bachelors,2015,Bangalore,3,35,Male,No,3
3979,Masters,2017,New Delhi,2,40,Female,Yes,2
3689,Bachelors,2017,Bangalore,3,41,Male,No,3
3300,Bachelors,2013,New Delhi,3,38,Female,No,4
3310,Bachelors,2014,Bangalore,3,38,Male,No,0
4244,Bachelors,2013,Bangalore,3,26,Male,No,4
3125,Bachelors,2013,New Delhi,3,36,Female,No,5
327,Masters,2017,New Delhi,3,24,Male,No,2
1790,Bachelors,2012,Bangalore,3,27,Male,No,5
2490,Masters,2017,Pune,2,28,Male,No,2
2006,Masters,2017,New Delhi,3,28,Male,No,2
2007,Bachelors,2017,Pune,3,26,Male,No,4
1858,Bachelors,2018,Bangalore,3,25,Male,No,3
4365,PHD,2013,Bangalore,3,26,Male,No,4
312,Bachelors,2017,Pune,3,25,Male,No,3
832,Masters,2017,New Delhi,2,27,Female,No,5
3079,Bachelors,2012,Bangalore,3,37,Female,No,5
4397,Masters,2018,New Delhi,3,33,Female,No,2
3462,Bachelors,2013,Bangalore,3,38,Female,No,4
1201,Bachelors,2014,Bangalore,3,28,Male,No,4
4087,PHD,2013,Bangalore,3,28,Male,No,4
3475,Bachelors,2017,New Delhi,2,35,Female,No,5
2134,Bachelors,2016,Bangalore,3,28,Male,No,2
3451,Masters,2014,New Delhi,3,39,Male,No,2
2209,PHD,2017,New Delhi,3,29,Male,No,1
1901,Bachelors,2013,Bangalore,3,25,Male,No,3
1481,Bachelors,2014,Bangalore,3,24,Male,No,2
777,Bachelors,2013,Bangalore,3,26,Male,No,4
799,Bachelors,2013,Bangalore,3,24,Male,No,2
54,Bachelors,2017,New Delhi,3,31,Female,Yes,5
2972,Bachelors,2015,Bangalore,3,26,Male,No,4
3335,Bachelors,2016,Bangalore,3,37,Female,No,0
1920,Bachelors,2014,Pune,2,28,Female,No,1
4329,Bachelors,2014,Bangalore,3,22,Female,No,0
3816,Bachelors,2013,Bangalore,3,31,Male,No,2
1701,Bachelors,2014,Pune,2,28,Female,No,0
3293,Bachelors,2018,Bangalore,3,35,Male,No,1
2161,Bachelors,2013,Bangalore,3,27,Male,No,5
1136,Bachelors,2018,Bangalore,3,27,Female,Yes,5
987,Bachelors,2013,Pune,3,26,Male,No,4
2549,Bachelors,2016,Bangalore,3,30,Male,No,2
3813,Bachelors,2014,New Delhi,3,41,Male,No,5
3057,Masters,2015,Pune,2,35,Female,No,1
3246,Masters,2018,Bangalore,3,31,Male,No,2
1394,Bachelors,2017,Pune,2,28,Male,No,1
2637,Bachelors,2013,Bangalore,3,26,Female,No,4
768,Bachelors,2013,Bangalore,3,26,Male,No,4
4382,Bachelors,2012,Pune,3,35,Male,No,5
3090,Bachelors,2012,Bangalore,3,35,Female,No,1
3495,Masters,2017,New Delhi,2,36,Male,No,3
3215,Masters,2017,Pune,2,37,Female,No,1
285,Masters,2017,New Delhi,2,27,Female,No,5
4593,Masters,2017,New Delhi,2,24,Male,No,2
428,Masters,2017,Pune,2,24,Female,No,2
4349,Bachelors,2014,Bangalore,3,26,Male,No,4
2332,Masters,2017,New Delhi,2,28,Male,No,2
2717,Masters,2017,Pune,2,27,Male,Yes,5
2079,Bachelors,2017,Bangalore,3,26,Male,No,4
3389,Masters,2017,Pune,2,35,Male,No,2
722,Bachelors,2012,Bangalore,3,26,Female,No,4
951,Bachelors,2014,Bangalore,3,25,Male,No,3
4040,Bachelors,2017,New Delhi,2,27,Female,No,5
2262,Bachelors,2013,Bangalore,3,26,Male,No,4
989,Bachelors,2018,Bangalore,3,27,Female,No,5
3212,Bachelors,2012,Bangalore,3,35,Male,No,1
1759,Bachelors,2017,Pune,3,28,Male,No,3
3968,Bachelors,2017,Bangalore,3,39,Male,No,5
326,Bachelors,2018,Pune,3,25,Male,Yes,3
2608,Bachelors,2016,Bangalore,3,28,Male,No,2
1383,PHD,2016,New Delhi,3,24,Female,No,2
1724,Bachelors,2015,Pune,2,24,Female,No,2
1086,Bachelors,2016,Bangalore,3,26,Male,No,4
2523,Masters,2017,Pune,2,30,Male,No,0
341,Bachelors,2015,Bangalore,3,24,Female,No,2
147,Bachelors,2016,Pune,3,28,Male,No,1
688,Bachelors,2013,Bangalore,3,26,Male,No,4
3432,Masters,2017,New Delhi,2,36,Male,Yes,2
1107,Masters,2017,New Delhi,3,28,Male,No,2
848,Bachelors,2013,Pune,2,27,Female,No,5
966,Bachelors,2014,Pune,3,25,Male,No,3
4407,Bachelors,2013,Pune,2,33,Female,Yes,4
